City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Punta Arenas,CL,-53.15,-70.9167,50.11,34,0,23.02,clear sky
1,Nisia Floresta,BR,-6.0911,-35.2086,79.43,78,6,10.56,clear sky
2,Jamestown,US,42.097,-79.2353,42.39,50,1,8.99,clear sky
3,Quipapa,BR,-8.8278,-36.0117,72.43,86,24,10.71,few clouds
4,Bratsk,RU,56.1325,101.6142,5.49,94,100,5.53,overcast clouds
5,Bluff,NZ,-46.6,168.3333,61.81,71,26,4.76,scattered clouds
6,Yellowknife,CA,62.456,-114.3525,9.41,91,100,5.99,overcast clouds
7,Margate,GB,51.3813,1.3862,53.31,84,99,4.0,overcast clouds
8,Zanjan,IR,36.6736,48.4787,37.87,57,0,2.51,clear sky
9,Dingle,PH,10.9995,122.6711,75.34,92,92,7.99,overcast clouds
10,Ushuaia,AR,-54.8,-68.3,46.06,49,75,26.46,broken clouds
11,Albany,US,42.6001,-73.9662,41.52,41,0,8.3,clear sky
12,Hermanus,ZA,-34.4187,19.2345,64.9,87,57,7.61,broken clouds
13,Sangar,RU,63.9242,127.4739,-31.52,97,91,1.72,overcast clouds
14,Inuvik,CA,68.3499,-133.7218,-5.21,95,100,16.44,overcast clouds
15,Kapaa,US,22.0752,-159.319,80.92,72,75,3.0,broken clouds
16,Vaini,TO,-21.2,-175.2,82.56,83,40,13.8,light rain
17,Bati,ET,11.1833,40.0167,58.39,80,49,4.14,scattered clouds
18,Qaanaaq,GL,77.484,-69.3632,-2.0,69,77,2.26,broken clouds
19,Watsa,CD,3.0372,29.5355,65.48,51,91,3.15,overcast clouds
20,Puerto Ayora,EC,-0.7393,-90.3518,75.16,92,99,7.78,overcast clouds
21,Airai,TL,-8.9266,125.4092,62.47,86,100,1.72,overcast clouds
22,Busselton,AU,-33.65,115.3333,47.08,69,100,8.19,overcast clouds
23,Tual,ID,-5.6667,132.75,84.43,72,96,10.67,overcast clouds
24,Leningradskiy,RU,69.3833,178.4167,-31.59,91,3,4.27,clear sky
25,Hobart,AU,-42.8794,147.3294,62.26,65,75,5.01,broken clouds
26,Tuktoyaktuk,CA,69.4541,-133.0374,-9.27,96,100,15.26,overcast clouds
27,Freeport,US,40.6576,-73.5832,47.25,44,1,5.01,clear sky
28,Hofn,IS,64.2539,-15.2082,39.92,84,100,3.47,moderate rain
29,Kununurra,AU,-15.7667,128.7333,82.38,74,10,0.0,clear sky
30,Ancud,CL,-41.8697,-73.8203,60.42,65,32,10.83,scattered clouds
31,Sanmenxia,CN,34.7747,111.1814,34.21,63,0,6.4,clear sky
32,Severo-Kurilsk,RU,50.6789,156.125,32.9,86,78,12.03,broken clouds
33,Mataura,NZ,-46.1927,168.8643,61.48,50,64,2.13,broken clouds
34,Te Anau,NZ,-45.4167,167.7167,61.11,62,63,1.88,broken clouds
35,Bhanpuri,IN,21.1,80.9167,59.09,54,23,3.74,few clouds
36,Cabo San Lucas,MX,22.8909,-109.9124,80.51,66,20,3.0,few clouds
37,Sur,OM,22.5667,59.5289,70.61,62,7,5.41,clear sky
38,Carnarvon,AU,-24.8667,113.6333,68.07,73,2,14.97,clear sky
39,Nichinan,JP,31.6,131.3667,47.88,73,4,9.33,clear sky
40,Kavieng,PG,-2.5744,150.7967,84.36,74,100,5.53,overcast clouds
41,Choix,MX,26.7092,-108.3219,82.65,27,15,5.73,few clouds
42,Hithadhoo,MV,-0.6,73.0833,80.98,78,100,10.78,overcast clouds
43,Biak,ID,-0.9131,122.8766,77.27,82,100,2.77,overcast clouds
44,Bambous Virieux,MU,-20.3428,57.7575,74.21,71,100,12.15,overcast clouds
45,Avarua,CK,-21.2078,-159.775,75.25,94,75,1.14,heavy intensity rain
46,Laje,BR,-10.1833,-40.9667,77.49,66,100,6.31,overcast clouds
47,Tiksi,RU,71.6872,128.8694,-19.25,100,100,2.55,overcast clouds
48,Rajec,SK,49.089,18.6401,27.3,91,0,3.44,clear sky
49,Lompoc,US,34.6391,-120.4579,65.1,57,1,14.97,clear sky
50,Umm Lajj,SA,25.0213,37.2685,76.32,45,100,1.74,overcast clouds
51,Balikpapan,ID,-1.2675,116.8289,74.34,91,89,3.44,overcast clouds
52,Cape Town,ZA,-33.9258,18.4232,66.34,81,96,1.99,overcast clouds
53,Fort Nelson,CA,58.8053,-122.7002,0.39,95,100,1.97,overcast clouds
54,Salalah,OM,17.0151,54.0924,73.49,38,0,9.22,clear sky
55,Saskylakh,RU,71.9167,114.0833,-44.95,100,70,3.09,broken clouds
56,Antofagasta,CL,-23.65,-70.4,65.48,73,41,5.84,scattered clouds
57,Tilichiki,RU,60.4667,166.1,-8.16,84,100,16.71,overcast clouds
58,Matara,LK,5.9485,80.5353,76.42,84,97,7.63,light rain
59,Barcelos,PT,41.5388,-8.6151,54.91,82,25,4.63,scattered clouds
60,Nikolskoye,RU,59.7035,30.7861,23.4,98,100,3.91,light snow
61,Roth,DE,49.245,11.0911,39.06,91,100,5.64,overcast clouds
62,Panaba,MX,21.2833,-88.2667,81.82,60,68,13.51,broken clouds
63,Henties Bay,NA,-22.116,14.2845,60.85,87,0,3.85,clear sky
64,Guerrero Negro,MX,27.9769,-114.0611,67.5,45,45,9.15,scattered clouds
65,Rio Brilhante,BR,-21.8019,-54.5464,70.32,88,100,2.73,overcast clouds
66,Port Alfred,ZA,-33.5906,26.891,71.01,94,100,9.98,overcast clouds
67,Frutigen,CH,46.5878,7.6475,35.76,90,11,3.87,few clouds
68,Savannah Bight,HN,16.45,-85.85,82.45,72,0,13.04,clear sky
69,Rikitea,PF,-23.1203,-134.9692,77.31,77,87,9.42,light rain
70,Vao,NC,-22.6667,167.4833,75.79,92,100,16.55,overcast clouds
71,Kodiak,US,57.79,-152.4072,15.28,57,1,34.52,clear sky
72,Alakurtti,RU,66.9672,30.3491,24.64,97,100,2.21,overcast clouds
73,Saint-Philippe,RE,-21.3585,55.7679,76.59,76,88,11.45,overcast clouds
74,Ahipara,NZ,-35.1667,173.1667,71.49,88,100,7.7,moderate rain
75,Chuy,UY,-33.6971,-53.4616,70.7,73,0,13.94,clear sky
76,Pevek,RU,69.7008,170.3133,-33.25,97,13,1.03,few clouds
77,Mar Del Plata,AR,-38.0023,-57.5575,70.88,79,100,4.0,overcast clouds
78,Port-De-Bouc,FR,43.4,4.9833,45.64,83,0,8.05,clear sky
79,Basco,PH,20.4487,121.9702,75.81,68,63,23.49,broken clouds
80,Shaunavon,CA,49.6501,-108.4181,33.3,62,67,14.72,broken clouds
81,Marsabit,KE,2.3284,37.9899,67.44,64,96,5.19,overcast clouds
82,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.3,89,88,22.37,heavy intensity rain
83,Caravelas,BR,-17.7125,-39.2481,76.75,86,55,8.7,broken clouds
84,Hashtgerd,IR,35.9642,50.6858,41.56,62,1,1.95,clear sky
85,Port Lincoln,AU,-34.7333,135.8667,61.47,68,85,15.41,overcast clouds
86,Ahuimanu,US,21.4447,-157.8378,82.11,67,1,14.97,clear sky
87,Barmer,IN,25.75,71.3833,57.36,25,71,6.02,broken clouds
88,Hurup,DK,56.7494,8.4195,42.87,90,72,7.72,broken clouds
89,Thompson,CA,55.7435,-97.8558,-1.84,100,95,2.04,overcast clouds
90,Nemuro,JP,43.3236,145.575,33.1,59,25,29.71,scattered clouds
91,Atuona,PF,-9.8,-139.0333,79.18,77,16,19.22,few clouds
92,Tasiilaq,GL,65.6145,-37.6368,41.16,77,100,18.9,light rain
93,Amapa,BR,1.0,-52.0,74.1,96,77,3.2,broken clouds
94,Beloha,MG,-25.1667,45.05,72.16,85,61,7.14,broken clouds
95,Port Elizabeth,ZA,-33.918,25.5701,71.1,88,90,4.61,overcast clouds
96,Stephenville,US,32.2207,-98.2023,64.92,21,1,8.05,clear sky
97,Tuatapere,NZ,-46.1333,167.6833,61.83,54,58,3.18,broken clouds
98,Kismayo,SO,-0.3582,42.5454,79.97,79,32,12.03,scattered clouds
99,Bathsheba,BB,13.2167,-59.5167,81.21,83,75,18.41,broken clouds
100,Port Macquarie,AU,-31.4333,152.9167,73.89,64,1,10.27,clear sky
101,Vardo,NO,70.3705,31.1107,30.4,86,75,12.66,broken clouds
102,Barranca,PE,-10.75,-77.7667,70.39,75,63,9.8,broken clouds
103,Khash,IR,28.2211,61.2158,44.02,33,0,3.58,clear sky
104,Barrow,US,71.2906,-156.7887,-12.98,77,1,13.8,clear sky
105,Faanui,PF,-16.4833,-151.75,80.71,73,51,10.78,light rain
106,East London,ZA,-33.0153,27.9116,71.56,96,100,11.36,moderate rain
107,Beira,MZ,-19.8436,34.8389,82.49,78,0,16.11,clear sky
108,Arraial Do Cabo,BR,-22.9661,-42.0278,77.27,88,83,24.65,light rain
109,Porto Novo,BJ,6.4965,2.6036,84.02,80,34,7.81,scattered clouds
110,Upata,VE,8.0086,-62.3989,75.2,94,100,3.76,overcast clouds
111,Kruisfontein,ZA,-34.0033,24.7314,68.88,95,100,8.43,overcast clouds
112,Komsomolskiy,UZ,40.4272,71.7189,35.02,55,29,6.91,haze
113,Maragogi,BR,-9.0122,-35.2225,79.25,77,21,10.83,few clouds
114,Victoria,HK,22.2855,114.1577,65.32,66,65,1.99,broken clouds
115,Krasnoselkup,RU,65.7,82.4667,-16.58,93,100,5.91,overcast clouds
116,Kavaratti,IN,10.5669,72.642,80.85,74,89,2.95,overcast clouds
117,Bras-Panon,RE,-20.9967,55.6782,78.46,76,65,13.87,broken clouds
118,Vysokogornyy,RU,50.1167,139.15,7.59,95,100,6.26,overcast clouds
119,Mangai,CD,-4.05,19.5333,70.86,93,100,0.81,overcast clouds
120,Kalmunai,LK,7.4167,81.8167,77.07,89,100,6.67,light rain
121,Camacha,PT,33.0833,-16.3333,62.53,88,40,2.3,scattered clouds
122,Ponta Do Sol,PT,32.6667,-17.1,66.0,76,53,1.7,broken clouds
123,Torbay,CA,47.6666,-52.7314,52.68,92,90,29.93,overcast clouds
124,Lata,PT,40.1629,-8.3327,57.61,80,14,4.23,few clouds
125,Klaksvik,FO,62.2266,-6.589,40.12,69,100,17.81,overcast clouds
126,Codajas,BR,-3.8367,-62.0569,75.04,98,100,1.1,overcast clouds
127,Capao Bonito,BR,-24.0058,-48.3494,73.62,75,80,9.4,broken clouds
128,Norman Wells,CA,65.282,-126.8329,-2.16,71,75,12.66,light snow
129,Hambantota,LK,6.1241,81.1185,78.26,81,100,13.58,moderate rain
130,Saint-Denis,FR,48.9167,2.3333,50.68,96,90,4.61,mist
131,Pisco,PE,-13.7,-76.2167,69.85,83,20,18.41,few clouds
132,Bac Lieu,VN,9.285,105.7244,74.95,87,91,5.17,overcast clouds
133,Nerchinskiy Zavod,RU,51.3088,119.61,-0.36,99,100,2.77,overcast clouds
134,Senanga,ZM,-16.1167,23.2667,76.48,57,100,9.19,overcast clouds
135,Nukus,UZ,42.4531,59.6103,28.38,86,90,11.5,light snow
136,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,88,20,6.91,few clouds
137,Saint-Joseph,RE,-21.3667,55.6167,77.38,74,89,12.55,overcast clouds
138,Bethlehem,BR,-1.4558,-48.5044,82.44,83,20,3.44,few clouds
139,Bagamoyo,TZ,-6.4333,38.9,74.3,92,28,1.74,moderate rain
140,Chokurdakh,RU,70.6333,147.9167,-38.9,97,98,1.99,overcast clouds
141,Bredasdorp,ZA,-34.5322,20.0403,61.29,88,100,3.0,overcast clouds
142,Asau,RO,46.4333,26.4,38.75,85,100,2.59,overcast clouds
143,Mizdah,LY,31.4451,12.9801,48.51,57,68,7.0,broken clouds
144,Yumen,CN,40.2833,97.2,19.38,38,0,15.26,clear sky
145,New Norfolk,AU,-42.7826,147.0587,61.92,55,14,1.99,few clouds
146,Dryden,CA,49.7833,-92.7503,31.08,93,62,5.53,broken clouds
147,Walvis Bay,NA,-22.9575,14.5053,61.75,82,0,4.61,clear sky
148,Beni Mazar,EG,28.4962,30.8029,64.26,48,100,7.52,overcast clouds
149,Rio Gallegos,AR,-51.6226,-69.2181,55.45,21,40,34.52,scattered clouds
150,Calabar,NG,4.9517,8.322,79.48,85,30,2.82,scattered clouds
151,Kangaatsiaq,GL,68.3065,-53.4641,20.59,92,100,7.63,overcast clouds
152,Butaritari,KI,3.0707,172.7902,82.53,71,69,17.38,broken clouds
153,Mount Isa,AU,-20.7333,139.5,85.77,16,8,6.91,clear sky
154,Papara,BR,-3.9839,-38.7273,81.0,76,85,4.94,overcast clouds
155,Aswan,EG,24.0934,32.907,73.56,53,95,5.39,overcast clouds
156,Sajanan,TN,37.0573,9.2426,50.92,66,61,8.39,broken clouds
157,Pingliang,CN,35.5392,106.6861,24.35,85,5,2.26,clear sky
158,Lakes Entrance,AU,-37.8811,147.981,65.16,70,4,7.87,clear sky
159,Hobyo,SO,5.3505,48.5268,78.35,80,47,20.85,scattered clouds
160,Souillac,MU,-20.5167,57.5167,75.58,88,75,17.27,light intensity shower rain
161,Bethel,US,41.3712,-73.414,43.81,44,1,3.44,clear sky
162,Gizo,SB,-8.103,156.8419,83.97,75,78,6.62,light rain
163,Abu Samrah,SY,35.3029,37.1841,55.42,48,94,7.11,overcast clouds
164,Leh,IN,34.1667,77.5833,8.87,65,93,2.24,overcast clouds
165,Brigantine,US,39.4101,-74.3646,47.01,52,1,5.75,clear sky
166,Geraldton,AU,-28.7667,114.6,57.61,82,70,5.75,broken clouds
167,Bud,US,39.447,-86.1758,46.42,51,5,8.95,clear sky
168,Baykit,RU,61.67,96.37,-24.74,99,41,2.3,scattered clouds
169,Makakilo City,US,21.3469,-158.0858,80.92,60,75,13.8,broken clouds
170,Hilo,US,19.7297,-155.09,78.8,61,75,5.75,broken clouds
171,Sarakhs,IR,36.5449,61.1577,46.8,68,17,5.17,few clouds
172,Kieta,PG,-6.2167,155.6333,83.71,77,92,1.01,light rain
173,Udachnyy,RU,66.4167,112.4,-46.55,71,100,3.83,overcast clouds
174,Warri,NG,5.5167,5.75,80.73,83,49,5.14,scattered clouds
175,Ximei,CN,24.9639,118.3794,61.95,73,98,6.6,overcast clouds
176,Kjollefjord,NO,70.9457,27.3465,30.02,93,75,10.36,light snow
177,Hastings,GB,50.8552,0.5729,53.98,83,76,18.05,broken clouds
178,Iowa City,US,41.6611,-91.5302,52.5,31,1,16.11,clear sky
179,Eureka,US,40.8021,-124.1637,52.93,92,100,1.99,overcast clouds
180,Vila,PT,42.0304,-8.1588,46.33,91,34,4.12,scattered clouds
181,Georgetown,MY,5.4112,100.3354,78.89,81,40,4.61,scattered clouds
182,Cidreira,BR,-30.1811,-50.2056,71.94,84,0,12.66,clear sky
183,Aksu,CN,41.1231,80.2644,19.72,73,10,1.48,clear sky
184,Boguchany,RU,58.3814,97.4531,-12.78,100,90,3.6,overcast clouds
185,Isangel,VU,-19.55,169.2667,83.77,76,100,9.1,overcast clouds
186,Batken,KG,39.8333,71.0,21.74,46,85,5.66,overcast clouds
187,Sao Filipe,CV,14.8961,-24.4956,75.29,69,89,5.08,overcast clouds
188,Poum,NC,-20.2333,164.0167,77.94,89,100,14.41,heavy intensity rain
189,Tevaitoa,PF,-16.7833,-151.5,80.92,73,75,10.63,broken clouds
190,Luderitz,NA,-26.6481,15.1594,61.95,83,2,10.49,clear sky
191,Katsuura,JP,35.1333,140.3,50.18,65,76,14.67,broken clouds
192,Port Pirie,AU,-33.1833,138.0167,66.29,68,10,11.07,light rain
193,Kloulklubed,PW,7.0419,134.2556,79.3,81,74,13.69,broken clouds
194,Ketchikan,US,55.3422,-131.6461,34.27,64,1,5.75,clear sky
195,Dunedin,NZ,-45.8742,170.5036,60.04,63,55,4.36,broken clouds
196,Halifax,CA,44.6453,-63.5724,39.25,65,100,5.99,overcast clouds
197,Baracoa,CU,20.3467,-74.4958,78.48,80,22,10.74,few clouds
198,Saint George,US,37.1041,-113.5841,61.27,37,1,3.0,clear sky
199,Upernavik,GL,72.7868,-56.1549,6.26,91,100,10.02,overcast clouds
200,Marawi,PH,7.9986,124.2928,65.64,93,76,2.68,broken clouds
201,Belousovka,KZ,50.1339,82.5239,14.85,92,90,11.18,snow
202,Huarmey,PE,-10.0681,-78.1522,71.4,75,79,9.35,broken clouds
203,Cancun,MX,21.1743,-86.8466,82.33,69,40,10.36,scattered clouds
204,El Alto,PE,-4.2714,-81.2147,71.26,76,40,12.39,scattered clouds
205,Sungaipenuh,ID,-2.0833,101.3833,64.02,96,97,3.04,overcast clouds
206,Tigil,RU,57.8,158.6667,21.74,71,100,22.06,overcast clouds
207,Castro,BR,-24.7911,-50.0119,72.64,51,90,3.98,overcast clouds
208,Balkanabat,TM,39.5108,54.3671,43.61,73,4,4.0,clear sky
209,Iralaya,HN,15.0,-83.2333,80.69,84,3,10.27,clear sky
210,Jumla,NP,29.2747,82.1838,37.36,38,87,4.72,overcast clouds
211,Bengkulu,ID,-3.8004,102.2655,74.91,88,100,3.69,overcast clouds
212,Vanimo,PG,-2.6741,141.3028,80.8,81,100,5.26,overcast clouds
213,Kansanshi,ZM,-12.0951,26.4273,67.55,54,94,3.69,overcast clouds
214,Meulaboh,ID,4.1363,96.1285,75.51,91,87,2.19,overcast clouds
215,Cherskiy,RU,68.75,161.3,-42.68,100,49,1.43,scattered clouds
216,Iqaluit,CA,63.7506,-68.5145,6.53,65,75,11.99,broken clouds
217,Salinopolis,BR,-0.6136,-47.3561,81.73,79,40,13.2,scattered clouds
218,Louga,RU,58.7372,29.8453,30.15,99,100,2.24,light snow
219,Severo-Yeniseyskiy,RU,60.3725,93.0408,-16.1,100,99,2.64,overcast clouds
220,Ust-Nera,RU,64.5667,143.2,-40.83,99,84,0.51,broken clouds
221,Talnakh,RU,69.4865,88.3972,-24.83,85,92,1.03,overcast clouds
222,Flagstaff,US,35.1981,-111.6513,51.12,30,1,1.01,clear sky
223,Carlsbad,US,33.1581,-117.3506,70.7,53,1,3.0,clear sky
224,Tabas,IR,33.5959,56.9244,48.29,40,25,2.62,scattered clouds
225,Lasa,IT,46.6166,10.7002,28.36,92,52,6.82,broken clouds
226,Buritis,BR,-15.6178,-46.4233,74.32,90,100,2.93,moderate rain
227,Loandjili,CG,-4.7561,11.8578,77.83,89,91,3.76,overcast clouds
228,Tabou,CI,4.423,-7.3528,80.08,83,12,7.38,few clouds
229,Touros,BR,-5.1989,-35.4608,80.82,75,8,15.01,clear sky
230,Grand-Santi,GF,4.25,-54.3833,73.8,99,100,2.82,overcast clouds
231,Camargo,MX,27.6667,-105.1667,70.07,25,0,8.43,clear sky
232,Kargasok,RU,59.0556,80.8572,-15.92,100,79,4.12,broken clouds
233,Waipawa,NZ,-41.4122,175.5153,60.93,84,99,9.35,overcast clouds
234,Alofi,NU,-19.0595,-169.9187,82.29,69,8,11.5,clear sky
235,Isiro,CD,2.7739,27.616,67.55,56,99,1.39,overcast clouds
236,Cayenne,GF,4.9333,-52.3333,76.08,92,75,1.99,moderate rain
237,Glenwood Springs,US,39.5505,-107.3248,47.82,80,1,8.05,clear sky
238,Clyde River,CA,70.4692,-68.5914,-1.97,92,90,10.36,light snow
239,Saldanha,ZA,-33.0117,17.9442,62.64,91,100,11.99,overcast clouds
240,Mahebourg,MU,-20.4081,57.7,75.49,88,75,17.27,light intensity shower rain
241,Zlitan,LY,32.4674,14.5687,59.25,61,95,15.3,overcast clouds
242,Lebu,CL,-37.6167,-73.65,57.22,63,2,9.35,clear sky
243,Longyearbyen,SJ,78.2186,15.6401,31.84,74,75,18.41,broken clouds
244,Mao,ES,39.8885,4.2658,46.96,87,0,2.3,clear sky
245,Paragominas,BR,-2.9667,-47.4833,81.54,65,70,3.04,broken clouds
246,Port Keats,AU,-14.25,129.55,86.31,70,34,8.32,scattered clouds
247,Polovinnoye,RU,54.7914,65.9864,8.1,88,10,8.19,clear sky
248,Ghauspur,PK,28.1391,69.0831,51.69,24,91,6.44,overcast clouds
249,Kulhudhuffushi,MV,6.6221,73.07,81.81,75,94,7.07,overcast clouds
250,Constitucion,CL,-35.3333,-72.4167,59.45,58,0,19.42,clear sky
251,Pryamitsyno,RU,51.6561,35.9314,28.94,91,100,10.6,overcast clouds
252,Muli,MV,2.9167,73.5667,80.83,77,99,7.25,overcast clouds
253,Khatanga,RU,71.9667,102.5,-51.32,99,80,2.98,broken clouds
254,Twin Falls,US,42.3505,-114.6445,45.93,34,90,20.71,overcast clouds
255,Mount Gambier,AU,-37.8333,140.7667,69.21,45,25,7.49,scattered clouds
256,Jiangyou,CN,31.7667,104.7167,45.79,80,96,3.11,overcast clouds
257,Umm Kaddadah,SD,13.6017,26.6876,71.44,29,12,11.63,few clouds
258,Berlevag,NO,70.8578,29.0864,30.2,74,75,11.5,broken clouds
259,Carlet,ES,39.2333,-0.5167,53.28,89,4,1.99,clear sky
260,Nanortalik,GL,60.1432,-45.2371,21.87,77,29,0.38,scattered clouds
261,Nishihara,JP,26.1842,127.7558,67.28,78,75,9.22,mist
262,Covington,US,39.0837,-84.5086,46.83,49,1,1.01,clear sky
263,Sterling,US,39.0062,-77.4286,48.13,40,1,0.0,clear sky
264,Springdale,US,36.1867,-94.1288,53.73,30,1,12.66,clear sky
265,Ambilobe,MG,-13.2,49.05,73.56,78,8,3.87,clear sky
266,Coquimbo,CL,-29.9533,-71.3436,67.73,59,0,12.66,clear sky
267,Asfi,MA,32.2994,-9.2372,62.1,63,1,1.81,clear sky
268,Hamilton,US,39.1834,-84.5333,46.42,48,1,3.0,clear sky
269,Ucluelet,CA,48.9329,-125.5528,41.09,85,100,1.99,overcast clouds
270,Ilulissat,GL,69.2167,-51.1,19.42,68,90,9.22,overcast clouds
271,Chitral,PK,35.8462,71.7858,33.69,41,0,6.13,clear sky
272,Tomatlan,MX,19.9333,-105.25,86.11,57,6,10.31,clear sky
273,Fayaoue,NC,-20.65,166.5333,80.31,85,100,12.26,overcast clouds
274,Paamiut,GL,61.994,-49.6678,10.53,79,1,7.09,clear sky
275,La Ronge,CA,55.1001,-105.2842,10.65,92,90,1.14,overcast clouds
276,Provideniya,RU,64.3833,-173.3,-7.49,64,0,4.47,clear sky
277,Luanda,AO,-8.8368,13.2343,78.82,86,92,8.21,light rain
278,Kaeo,NZ,-35.1,173.7833,72.32,95,100,7.67,moderate rain
279,Usogorsk,RU,63.4106,48.6872,3.45,93,80,5.03,broken clouds
280,Bubaque,GW,11.2833,-15.8333,81.39,73,22,14.25,few clouds
281,Muros,ES,42.7762,-9.0603,57.24,96,72,6.02,broken clouds
282,Murud,IN,18.3258,72.965,75.15,64,27,5.32,scattered clouds
283,Jibuti,DJ,11.5,42.5,71.02,75,0,15.48,clear sky
284,Burriana,ES,39.889,-0.085,53.71,88,13,4.52,few clouds
285,Knysna,ZA,-34.0363,23.0471,62.98,86,84,1.57,broken clouds
286,Tanete,ID,-3.9443,119.7848,75.6,94,100,3.06,light rain
287,Kutum,SD,14.2,24.6667,66.2,31,37,7.25,scattered clouds
288,Bahia De Caraquez,EC,-0.6,-80.4167,75.38,92,100,5.19,light rain
289,Payo,ID,-3.7508,103.6372,71.89,99,97,1.86,overcast clouds
290,Yerbogachen,RU,61.2767,108.0108,-39.57,98,33,4.14,scattered clouds
291,Esna,EG,25.2934,32.554,71.51,51,72,3.49,broken clouds
292,Raudeberg,NO,61.9875,5.1352,44.2,87,97,5.01,overcast clouds
293,Esperance,AU,-33.8667,121.9,56.23,58,64,3.47,broken clouds
294,Arlit,NE,18.7369,7.3853,70.48,8,84,7.45,broken clouds
295,Chengzihe,CN,45.3333,131.0667,7.11,69,5,15.17,clear sky
296,Riyadh,SA,24.6877,46.7219,51.94,29,33,6.22,scattered clouds
297,Charters Towers,AU,-20.1,146.2667,80.38,60,43,13.94,scattered clouds
298,Roseburg,US,43.2165,-123.3417,48.38,69,75,9.22,broken clouds
299,Lazaro Cardenas,MX,17.9583,-102.2,83.75,67,3,7.54,clear sky
300,Djambala,CG,-2.5447,14.7533,67.23,92,90,0.85,overcast clouds
301,Mazatlan,MX,23.2167,-106.4167,82.36,82,20,3.44,few clouds
302,Mehamn,NO,71.0357,27.8492,30.15,93,75,10.36,light snow
303,Ilanskiy,RU,56.2358,96.065,9.97,90,100,10.29,overcast clouds
304,Bafra,TR,41.5678,35.9069,40.78,49,0,8.3,clear sky
305,Lardos,GR,36.0942,28.0157,62.94,70,1,12.97,clear sky
306,San Miguel De Cauri,PE,-10.1,-76.5833,55.18,63,83,5.73,broken clouds
